"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOT00000073510.1-ENSRNOG00000046194.1:miRNA",50.6595693003242,4.82890687537743,0.636639020897846,7.58499984585813,3.324874604447e-14,5.07819156816356e-12
"ENSRNOT00000072497.2-ENSRNOG00000055067.1:rRNA",47.7073542579814,2.03087396840283,0.273974712962672,7.41263289024607,1.23816281945646e-13,5.07819156816356e-12
"ENSRNOT00000077643.1-ENSRNOG00000058896.1:rRNA",49.8232754444505,2.66562969556718,0.359821332007658,7.40820362343178,1.28021636172191e-13,5.07819156816356e-12
"ENSRNOT00000084761.1-ENSRNOG00000056172.1:rRNA",49.8232754444505,2.66562969556718,0.359821332007658,7.40820362343178,1.28021636172191e-13,5.07819156816356e-12
"ENSRNOT00000085643.1-ENSRNOG00000059852.1:rRNA",49.8232754444505,2.66562969556718,0.359821332007658,7.40820362343178,1.28021636172191e-13,5.07819156816356e-12
"ENSRNOT00000087159.1-ENSRNOG00000058725.1:rRNA",49.8232754444505,2.66562969556718,0.359821332007658,7.40820362343178,1.28021636172191e-13,5.07819156816356e-12
"ENSRNOT00000089050.1-ENSRNOG00000051831.1:rRNA",49.8232754444505,2.66562969556718,0.359821332007658,7.40820362343178,1.28021636172191e-13,5.07819156816356e-12
"ENSRNOT00000089300.1-ENSRNOG00000059394.1:rRNA",49.8232754444505,2.66562969556718,0.359821332007658,7.40820362343178,1.28021636172191e-13,5.07819156816356e-12
"ENSRNOT00000090107.1-ENSRNOG00000053888.1:rRNA",49.8232754444505,2.66562969556718,0.359821332007658,7.40820362343178,1.28021636172191e-13,5.07819156816356e-12
"ENSRNOT00000075746.3-ENSRNOG00000047590.3:lincRNA",141.394525801091,4.00971593028722,0.562268608126977,7.13131743855368,9.94127474967742e-13,3.54903508563484e-11
"ENSRNOT00000087730.1-ENSRNOG00000052433.1:lincRNA",79.9037605315206,3.84543246598104,0.540514457112077,7.11439336244003,1.12406138566197e-12,3.64809013346657e-11
"ENSRNOT00000069133.1-ENSRNOG00000043866.1:Mt_rRNA",590873.910381617,-3.31088170039649,0.489435293708502,-6.76469748495168,1.33588028873846e-11,3.97424385899691e-10
"ENSRNOT00000092862.1-ENSRNOG00000022163.7:antisense",11.7191249234508,5.75992654427976,0.903259951435065,6.37682046583446,1.80802198758737e-10,4.96510653514378e-09
"ENSRNOT00000030993.6-ENSRNOG00000022163.7:antisense",11.6466616400545,5.75906546063922,0.916839449213311,6.28143287854897,3.35466631860045e-10,7.98410583826907e-09
"ENSRNOT00000092884.1-ENSRNOG00000022163.7:antisense",11.6466616400545,5.75906546063922,0.916839449213311,6.28143287854897,3.35466631860045e-10,7.98410583826907e-09
"ENSRNOT00000040038.3-ENSRNOG00000030478.3:Mt_rRNA",487240.447420793,-3.28966553579296,0.547882040702705,-6.00433175647388,1.92121512515567e-09,4.28671124800358e-08
"ENSRNOT00000071067.2-ENSRNOG00000046171.3:processed_transcript",141.145276140548,3.3397730128923,0.568664610249581,5.87301012353576,4.27952328329398e-09,8.98699889491736e-08
"ENSRNOT00000080877.1-ENSRNOG00000058787.1:lincRNA",83.4416764746899,4.00156860339332,0.712073359892571,5.6196016152002,1.91398281460157e-08,3.79606591562645e-07
"ENSRNOT00000074819.1-ENSRNOG00000047794.1:rRNA",19.1582883308429,2.70601843516305,0.482814676695264,5.60467310912131,2.08648367305079e-08,3.92039300673227e-07
"ENSRNOT00000054649.3-ENSRNOG00000060018.1:rRNA",30.8830777816419,2.00237575261413,0.36031567066869,5.55728189367404,2.74008045630616e-08,4.8910436145065e-07
"ENSRNOT00000081418.1-ENSRNOG00000060041.1:lincRNA",5.64675966754338,5.61650608128376,1.01221072767865,5.54875178428935,2.87716310560904e-08,4.89117727953538e-07
"ENSRNOT00000002030.7-ENSRNOG00000001482.7:processed_transcript",10.933889245265,4.48646222892655,0.813851671542433,5.51262888042447,3.53513144952693e-08,5.73655421582325e-07
"ENSRNOT00000078361.1-ENSRNOG00000056831.1:lincRNA",29.2409469028945,4.53328947804361,0.82393429773743,5.50200360695298,3.75499270864411e-08,5.82840172602585e-07
"ENSRNOT00000091643.1-ENSRNOG00000054709.1:lincRNA",5.32004389796195,5.53604349722647,1.03098219950182,5.36967903025051,7.8876899357796e-08,1.17329387794722e-06
"ENSRNOT00000053226.3-ENSRNOG00000035103.3:rRNA",31.9729034283412,1.86539183679714,0.359268226542051,5.19219819339857,2.07825593750782e-07,2.96774947876117e-06
"ENSRNOT00000072005.1-ENSRNOG00000050367.1:miRNA",4.4793356184411,5.32608458036202,1.04587330924716,5.09247586038489,3.53417723235294e-07,4.77195851995868e-06
