"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rattus_norvegicus_chr17.trna3878-ThrAGT:tRNA",563.986466950403,1.04575937592333,0.282667199867277,98.2044078606663,3.78047212732937e-21,1.37987232647522e-18
"Rattus_norvegicus_chr4.trna1750-CysGCA:tRNA",222.461138081124,1.27259921116997,0.273486209839967,92.2999174006584,7.02262346392776e-20,5.24308059378632e-18
"Rattus_norvegicus_chr1.trna14184-ThrAGT:tRNA",162.415766081051,1.78386110863295,0.345437523018028,92.2544690054261,7.18230218326893e-20,5.24308059378632e-18
"Rattus_norvegicus_chr10.trna10836-ThrAGT:tRNA",162.415766081051,1.78386110863295,0.345437523018028,92.2544690054261,7.18230218326893e-20,5.24308059378632e-18
"Rattus_norvegicus_chr10.trna2456-ThrAGT:tRNA",162.415766081051,1.78386110863295,0.345437523018028,92.2544690054261,7.18230218326893e-20,5.24308059378632e-18
"Rattus_norvegicus_chr17.trna1648-SerTGA:tRNA",31341.801693905,-0.645384130261796,0.171104877658594,61.2322737771771,3.20580734588632e-13,1.95019946874751e-11
"Rattus_norvegicus_chr17.trna820-LysCTT:tRNA",332.892683523434,0.937098433225897,0.292309885816493,59.5200751385177,7.44342343628309e-13,3.88121364891904e-11
"Rattus_norvegicus_chr5.trna491-SerAGA:tRNA",28743.9041972575,-0.777246628447169,0.212656226227669,56.4357070407053,3.39124784365452e-12,1.54725682866737e-10
"Rattus_norvegicus_chr17.trna1642-SerAGA:tRNA",30684.7425291014,-0.687344476788376,0.19770690330857,55.4837873467649,5.41374474126408e-12,2.19557425617932e-10
"Rattus_norvegicus_chr17.trna3843-ThrAGT:tRNA",130.161566058618,0.356483713034832,0.186266848191748,54.9657644980156,6.98261569413722e-12,2.54865472836008e-10
"Rattus_norvegicus_chr10.trna1308-ValAAC:tRNA",18855.9211236218,0.601990464790482,0.169940805419506,53.6595016153153,1.32626156567967e-11,3.45775336766485e-10
"Rattus_norvegicus_chr10.trna1314-ValAAC:tRNA",18855.9211236218,0.601990464790482,0.169940805419506,53.6595016153153,1.32626156567967e-11,3.45775336766485e-10
"Rattus_norvegicus_chr2.trna9183-ValAAC:tRNA",18855.9211236218,0.601990464790482,0.169940805419506,53.6595016153153,1.32626156567967e-11,3.45775336766485e-10
"Rattus_norvegicus_chr3.trna10806-ValAAC:tRNA",18855.9211236218,0.601990464790482,0.169940805419506,53.6595016153153,1.32626156567967e-11,3.45775336766485e-10
"Rattus_norvegicus_chr17.trna1586-SerAGA:tRNA",28375.5342564004,-0.799294382277512,0.22438526922826,53.3344516644977,1.55575156398177e-11,3.78566213902232e-10
"Rattus_norvegicus_chr17.trna3896-SerTGA:tRNA",28343.2698599585,-0.805482955177449,0.225287962123032,53.1484101031813,1.70453881207083e-11,3.88847916503659e-10
"Rattus_norvegicus_chr10.trna2455-SerAGA:tRNA",28196.56192013,-0.81110048770101,0.226822554767596,52.8774295602084,1.94705975873999e-11,4.18045183494174e-10
"Rattus_norvegicus_chr1.trna16829-LeuTAA:tRNA",18220.9658007672,-0.94953713679585,0.260001208321696,49.9200873436944,8.30846468729816e-11,1.68477200603546e-09
"Rattus_norvegicus_chr1.trna10113-ArgTCT:tRNA",8376.89014508922,-0.726846171485289,0.191306925005913,48.859353088133,1.39756102835163e-10,2.68478829130708e-09
"Rattus_norvegicus_chr14.trna2730-ArgTCT:tRNA",8329.4576615071,-0.737069051588835,0.196034967914646,48.2100763623791,1.92117702307346e-10,3.50614806710906e-09
"Rattus_norvegicus_chr17.trna1626-SerGCT:tRNA",894.494360796315,-0.769233685860377,0.248992960720191,48.0380778819006,2.09011742300007e-10,3.63282313997631e-09
"Rattus_norvegicus_chr10.trna10827-ArgTCT:tRNA",8325.6765065028,-0.74010445966013,0.198250437547459,47.5499069468535,2.65488150405486e-10,4.40468976809102e-09
"Rattus_norvegicus_chr17.trna1650-ArgTCT:tRNA",8384.95701656168,-0.739567139822434,0.200661324113138,46.9363664079669,3.58563518866466e-10,5.69024714722869e-09
"Rattus_norvegicus_chr17.trna3822-ThrCGT:tRNA",42.1066660512756,0.39765950509379,0.31874051610983,46.2359359845576,5.05277104716685e-10,7.68442263423292e-09
"Rattus_norvegicus_chr17.trna3858-IleAAT:tRNA",7742.02786213342,-0.425916641106678,0.190564284687547,45.7782143045026,6.32194221524257e-10,9.23003563425415e-09
"Rattus_norvegicus_chr10.trna10837-IleAAT:tRNA",8579.8692975503,-0.601564741482553,0.214066441627007,44.9855558338606,9.31833434939153e-10,1.0971587217832e-08
"Rattus_norvegicus_chr10.trna2454-IleAAT:tRNA",8579.8692975503,-0.601564741482553,0.214066441627007,44.9855558338606,9.31833434939153e-10,1.0971587217832e-08
"Rattus_norvegicus_chr17.trna1602-IleAAT:tRNA",8579.8692975503,-0.601564741482553,0.214066441627007,44.9855558338606,9.31833434939153e-10,1.0971587217832e-08
"Rattus_norvegicus_chr17.trna1652-IleAAT:tRNA",8579.8692975503,-0.601564741482553,0.214066441627007,44.9855558338606,9.31833434939153e-10,1.0971587217832e-08
"Rattus_norvegicus_chr2.trna5727-IleAAT:tRNA",8579.8692975503,-0.601564741482553,0.214066441627007,44.9855558338606,9.31833434939153e-10,1.0971587217832e-08
