"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rattus_norvegicus_chr1.trna16347-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr10.trna11370-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr13.trna2187-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr13.trna3809-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr13_random.trna22-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr13_random.trna25-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr17.trna1684-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr2.trna7260-GluCTC:tRNA",6433.57616146265,1.14211006020103,0.331765014553652,3.44252712040056,0.000576306075715039,0.0262939647044987
"Rattus_norvegicus_chr2.trna7274-GlyCCC:tRNA",377.242094916201,0.473923175794203,0.143668025150339,3.29873801284783,0.000971205069094735,0.0393877611355087
"Rattus_norvegicus_chr16.trna1087-GluTTC:tRNA",21.3227348973855,1.44451325033749,0.500255578231671,2.88755051056828,0.00388254262394411,0.14171280577396
"Rattus_norvegicus_chr4.trna3883-AlaAGC:tRNA",2.9864600322058,2.77523325167874,1.08795300828289,2.55087603099593,0.0107452539087343,0.305347866327591
"Rattus_norvegicus_chr10.trna12028-LysCTT:tRNA",3847.5060768181,0.715161102410865,0.296584688465207,2.41132172436731,0.0158948204389705,0.305347866327591
"Rattus_norvegicus_chr10.trna12844-LysCTT:tRNA",3847.5060768181,0.715161102410865,0.296584688465207,2.41132172436731,0.0158948204389705,0.305347866327591
"Rattus_norvegicus_chr10.trna12848-LysCTT:tRNA",3847.5060768181,0.715161102410865,0.296584688465207,2.41132172436731,0.0158948204389705,0.305347866327591
"Rattus_norvegicus_chr10.trna12849-LysCTT:tRNA",3847.5060768181,0.715161102410865,0.296584688465207,2.41132172436731,0.0158948204389705,0.305347866327591
